대분류,중분류,법인명,브랜드명,brno,crno
외식,커피/음료,(주)이디야,이디야,1078616302,1.10E+12
외식,커피/음료,(주)이디야,이디야커피,1078616302,1.10E+12
도소매,전자상거래,쿠팡,쿠팡,1208800767,1.10E+12
도소매,전자상거래,11번가,11번가,,
도소매,전자상거래,십일번가,십일번가,,
도소매,(건강)식품,(주)그린브라우니,10미닛,3148656111,1.60E+12
도소매,(건강)식품,(주)그린브라우니,10minutes,3148656111,1.60E+12
도소매,(건강)식품,(주)금표에프앤씨,은하철도 곱곱곱,7208601621,1.41E+12
도소매,(건강)식품,(주)농협홍삼,한삼인,2158518792,1.54E+12
도소매,(건강)식품,(주)도시곳간,도시곳간,3288801680,1.10E+12
도소매,(건강)식품,(주)백세라이프,백세라이프,8448102445,1.20E+12
도소매,(건강)식품,(주)세모,시즌글라스,1378106625,1.20E+12
도소매,(건강)식품,(주)세모,SEASONGLASS,1378106625,1.20E+12
도소매,(건강)식품,(주)수라곳간,수라곳간,1708102489,1.10E+12
도소매,(건강)식품,(주)스마트키오스크,프레시스토어,5928601332,1.31E+12
도소매,(건강)식품,(주)옵티마케어,라이핏,2138637470,1.10E+12
도소매,(건강)식품,(주)진가네,진성엽의 진가네반찬,6118700645,1.70E+12
도소매,(건강)식품,(주)한국인삼공사,정관장,3148123992,1.60E+12
도소매,(건강)식품,간식여왕,간식여왕,4874600068,
도소매,(건강)식품,농업회사법인(주)한국흑홍삼,백세인,,
도소매,(건강)식품,면역력119안심동국당,면역력119안심동국당,,
도소매,(건강)식품,바이피플,반찬바이피플,1872801178,
도소매,(건강)식품,비에스피푸드(BSPFood),압구정건강원,6594100561,
도소매,(건강)식품,세지컴퍼니,얌키트,8570301653,
도소매,(건강)식품,작은창큰풍경협동조합,건강을 드리다,3188108858,1.65E+12
도소매,(건강)식품,커피운,커피운,1381031054,
도소매,(건강)식품,큰손 이말랑 간장게장,큰손 이말랑 간장게장,8596700462,
도소매,(건강)식품,풋팅(주),전국적으로다가 futting,1488101523,1.36E+12
도소매,(건강)식품,해콩,해콩,6059610849,
도소매,(건강)식품,허브앤씨드(Herbs&Seeds),허브앤씨드,6532300424,
도소매,(건강)식품,허브앤씨드(Herbs&Seeds),Herbs&Seeds,6532300424,
도소매,기타도소매,(유)더프렌즈,열개의우물,7648102284,1.35E+12
도소매,기타도소매,(유)클리어창,클리어창,3268601579,2.15E+12
도소매,기타도소매,(유)한센,라폼슈,,
도소매,기타도소매,(주)AL네트웍스,펫월드,,
도소매,기타도소매,(주)가위이야기,가위이야기,3988601797,2.80E+12
도소매,기타도소매,(주)감동식혜,감동식혜,6838802456,2.84E+12
도소매,기타도소매,(주)고창부안한우작목회,아이엠미트,4188602218,2.15E+12
도소매,기타도소매,(주)고창부안한우작목회,I AM MEAT,4188602218,2.15E+12
도소매,기타도소매,(주)골프파트너코리아,골프파트너,2148895744,1.10E+12
도소매,기타도소매,(주)국제표준금거래소,국제표준금거래소,3578102204,1.80E+12
도소매,기타도소매,(주)굿샵,굿샵,,
도소매,기타도소매,(주)굿샵,Good Shop,,
도소매,기타도소매,(주)굿투비위드유,간편한식탁,7888101210,2.85E+12
도소매,기타도소매,(주)김승용에프에스,오늘의고기 미트스토리,7328601338,1.36E+12
도소매,기타도소매,(주)농업법인쿱스토어,자연드림,3108118712,1.61E+12
도소매,기타도소매,(주)다비농업회사법인,다비프레시,6278700688,2.84E+12
도소매,기타도소매,(주)다비농업회사법인,DAVI FRESH,6278700688,2.84E+12
도소매,기타도소매,(주)달리는사람들,달리,3308701556,1.10E+12
도소매,기타도소매,(주)달시,DALSI,4668102018,1.65E+12
도소매,기타도소매,(주)달시,달시,4668102018,1.65E+12
도소매,기타도소매,(주)더밀스,레드아이,8848601129,1.35E+12
도소매,기타도소매,(주)더셀렉티브,반조애,1608801070,1.10E+12
도소매,기타도소매,(주)더셀렉티브,VANZOE,1608801070,1.10E+12
도소매,기타도소매,(주)더잘잘,잘잘레시피,1778700733,1.10E+12
도소매,기타도소매,(주)더캠트,캠핑트렁크,6948100861,1.50E+12
도소매,기타도소매,(주)더케이트레이드,럭셔리바이,,
도소매,기타도소매,(주)데일리마켓,데일리와인,2178800421,1.34E+12
도소매,기타도소매,(주)델리퀸,델리퀸,4098609236,2.06E+12
도소매,기타도소매,(주)도들샘,오레시피,5158135048,1.75E+12
도소매,기타도소매,(주)도토리,포도,5358101940,1.80E+12
도소매,기타도소매,(주)동아피엠에스,문방구역,3098601292,1.10E+12
도소매,기타도소매,(주)드림디포,드림디포,2148677209,1.10E+12
도소매,기타도소매,(주)드림오피스,드림오피스,2208163286,1.10E+12
도소매,기타도소매,(주)딕시,그냥가개？,1668800986,1.10E+12
도소매,기타도소매,(주)떡파는사람들,떡보의하루,5038170718,1.70E+12
도소매,기타도소매,(주)라치나타코리아,라치나타,6488800533,1.10E+12
도소매,기타도소매,(주)렌즈베리,렌즈베리,7368601586,1.10E+12
도소매,기타도소매,(주)렙쇼메이,밥;끼,2018194022,1.10E+12
도소매,기타도소매,(주)로얄그린,콰드로에이치,5108601683,1.10E+12
도소매,기타도소매,(주)록원에프엔비,리얼안심탕수육,4868100877,1.10E+12
도소매,기타도소매,(주)르하임나디브,나디브,2528702615,1.21E+12
도소매,기타도소매,(주)리본굿즈,그리니,1888601680,1.35E+12
도소매,기타도소매,(주)리본굿즈,Green-E,1888601680,1.35E+12
도소매,기타도소매,(주)리퍼몬스터,리퍼몬스터,,
도소매,기타도소매,(주)링코제일,링코,1208179358,1.10E+12
도소매,기타도소매,(주)마켓브이,마켓브이,2268154349,1.80E+12
도소매,기타도소매,(주)맛샘,맛샘,2468700534,1.10E+12
도소매,기타도소매,(주)모나미,모나미스테이션,1208108227,1.10E+12
도소매,기타도소매,(주)모닝글로리,모닝글로리,1058163968,1.10E+12
도소매,기타도소매,(주)문구야놀자,문구야놀자,1398601922,1.10E+12
도소매,기타도소매,(주)미미쉐프,미미쉐프,8708802045,1.50E+12
도소매,기타도소매,(주)미스터아빠,미스터아빠,4488701712,1.94E+12
도소매,기타도소매,(주)미쿡미트마켓,미쿡미트마켓,7298102414,1.10E+12
도소매,기타도소매,(주)밀겨울,밀겨울,3078801612,1.10E+12
도소매,기타도소매,(주)밀레펫,밀레쥬,1348198669,1.36E+12
도소매,기타도소매,(주)밀레펫,Mille Zoo,1348198669,1.36E+12
도소매,기타도소매,(주)바모스컴퍼니,와인공판장,,
도소매,기타도소매,(주)박승철위그랩,박승철위그스투디오,3978700720,1.10E+12
도소매,기타도소매,(주)보광유니온,현미박사누룽지,3608600115,1.36E+12
도소매,기타도소매,(주)보화스위스,스위스,1248741633,1.36E+12
도소매,기타도소매,(주)비오리테일,보루,4208601357,1.20E+12
도소매,기타도소매,(주)비오리테일,BOROO,4208601357,1.20E+12
도소매,기타도소매,(주)샐러팜,샐키트,,
도소매,기타도소매,(주)샐러팜,SALKIT,,
도소매,기타도소매,(주)선진펫,펫마트,5028616211,1.70E+12
도소매,기타도소매,(주)성화컴퍼니,폰사닷컴,4888701549,1.70E+12
도소매,기타도소매,(주)세라젬,클럽밸런스5,1398137459,1.20E+12
도소매,기타도소매,(주)세라젬,CLUBBALANCE5,1398137459,1.20E+12
도소매,기타도소매,(주)수재,수재샵,4038600178,1.35E+12
도소매,기타도소매,(주)수코팩토리,"VGM,매우좋은아침",8118100199,1.10E+12
도소매,기타도소매,(주)슈올즈,슈올즈,2148869872,1.10E+12
도소매,기타도소매,(주)슈퍼메이커즈,슈퍼키친도시락,4858800607,1.10E+12
도소매,기타도소매,(주)슈퍼플레이,슈퍼플레이,8938700854,1.10E+12
도소매,기타도소매,(주)슈퍼플레이,SUPER PLAY,8938700854,1.10E+12
도소매,기타도소매,(주)스노우폭스브랜딩컴퍼니,스노우폭스플라워,6468100519,1.10E+12
도소매,기타도소매,(주)스타보틀,스타보틀,8198702102,1.10E+12
도소매,기타도소매,(주)스타보틀,STAR BOTTLE,8198702102,1.10E+12
도소매,기타도소매,(주)신토이,신토이,8068702052,1.35E+12
도소매,기타도소매,(주)씨아이테크,든든한家,2108101231,1.10E+12
도소매,기타도소매,(주)아로마글로바,YANKEE CANDLE,2208199275,1.10E+12
도소매,기타도소매,(주)아로마글로바,양키캔들,2208199275,1.10E+12
도소매,기타도소매,(주)아빠컴퍼니,요리버리아,,
도소매,기타도소매,(주)아성다이소,다이소,2138152063,1.10E+12
도소매,기타도소매,(주)아이꿈터,아이꿈터,2048605090,1.10E+12
도소매,기타도소매,(주)아이센스티앤씨,밀킷슐랭,5568601317,1.10E+12
도소매,기타도소매,(주)아이스24,잇쏘프레쉬,,
도소매,기타도소매,(주)아이스24,eat so fresh,,
도소매,기타도소매,(주)아이스타,까까주까,3588801134,2.84E+12
도소매,기타도소매,(주)아이씨에스,요리비책 엄마의 비밀 레시피,2738601969,1.62E+12
도소매,기타도소매,(주)아이오스,오밀당,2668102572,2.80E+12
도소매,기타도소매,(주)아츠아크,아츠아크,3218702037,1.10E+12
도소매,기타도소매,(주)아츠아크,art’s ARK,3218702037,1.10E+12
도소매,기타도소매,(주)아토즈플랜,아토즈캠핑,2108601105,1.10E+12
도소매,기타도소매,(주)아트박스,아트박스,2148106825,1.10E+12
도소매,기타도소매,(주)아트박스,ARTBOX,2148106825,1.10E+12
도소매,기타도소매,(주)어메이징리테일,메리엘스,8848701897,1.10E+12
도소매,기타도소매,(주)어메이징리테일,Mary Eales,8848701897,1.10E+12
도소매,기타도소매,(주)에버,에버마켓25,,
도소매,기타도소매,(주)에이오픈,컴앤키플러스,6238601960,1.24E+12
도소매,기타도소매,(주)에코푸드시스템,에코푸드시스템,7318101174,1.31E+12
도소매,기타도소매,(주)엔오엔에프컨설팅,이름없는 과일가게,7408102444,1.10E+12
도소매,기타도소매,(주)엔터씨앤디,보물성24,6418800304,1.10E+12
도소매,기타도소매,(주)엠디에스코리아,쉐프엠,1308152166,1.21E+12
도소매,기타도소매,(주)엠케이,MK,3388800960,1.60E+12
도소매,기타도소매,(주)엠케이스페스,미니스피어싱,1078714709,1.10E+12
도소매,기타도소매,(주)엠케이푸드,미트킹,,
도소매,기타도소매,(주)엠포피,SKINBAND,7678100096,1.10E+12
도소매,기타도소매,(주)엠포피,스킨밴드,7678100096,1.10E+12
도소매,기타도소매,(주)예스프랜차이즈,몽코이,6468601911,1.70E+12
도소매,기타도소매,(주)오늘의꽃,오화원,3808101597,1.20E+12
도소매,기타도소매,(주)오버랜딩코리아,파이브스톤즈,,
도소매,기타도소매,(주)오피스넥스,문구야 사랑해,1148662046,1.10E+12
도소매,기타도소매,(주)오피스디포코리아,오피스웨이,1208185049,1.10E+12
도소매,기타도소매,(주)오피스큐,오피스큐,1068647364,1.10E+12
도소매,기타도소매,(주)오피스큐,OFFICEQ,1068647364,1.10E+12
도소매,기타도소매,(주)올가홀푸드,내추럴하우스바이올가,1148180641,1.10E+12
도소매,기타도소매,(주)와인브라더스,와인브라더스,,
도소매,기타도소매,(주)요기독강아지랑고양이랑강남본점,요기독,5448101828,1.10E+12
도소매,기타도소매,(주)원데이즈웰,아니벌써,7798800948,1.10E+12
도소매,기타도소매,(주)월드와이드메모리,월드메모리,,
도소매,기타도소매,(주)웰컴푸드,어서오시게,2708601790,1.36E+12
도소매,기타도소매,(주)유진홈센터,에이스하드웨어,4838100994,1.10E+12
도소매,기타도소매,(주)이노메싸,이노메싸,2648119612,1.10E+12
도소매,기타도소매,이마트,노브랜드,2068650913,1.10E+12
도소매,기타도소매,(주)이마트에브리데이,이마트에브리데이,2128125544,1.10E+12
도소매,기타도소매,(주)이에스에프앤비,잇쏘프레쉬,5578602487,2.00E+12
도소매,기타도소매,(주)이에스에프앤비,eat so fresh,5578602487,2.00E+12
도소매,기타도소매,(주)이원건강의료기,이원건강의료기,1018197073,1.10E+12
도소매,기타도소매,(주)인왕,토이강정,,
도소매,기타도소매,(주)자담인,자담인,8068102098,1.21E+12
도소매,기타도소매,(주)전국열쇠공사,전국열쇠공사,1238170429,1.34E+12
도소매,기타도소매,(주)전략과실행,닭가슴살마트,1468602176,1.10E+12
도소매,기타도소매,(주)주도,와인곳간,1938602094,1.50E+12
도소매,기타도소매,(주)지성인터내셔널,백작 by Firenze,1938700467,1.36E+12
도소매,기타도소매,(주)지엔에스올떡,분식대장,2158656605,1.10E+12
도소매,기타도소매,(주)진성앤푸드원,튀봉이의뻥튀기공작소,1748700506,1.31E+12
도소매,기타도소매,(주)첫걸음푸드앤컬쳐,첫걸음이유식,7868701875,1.62E+12
도소매,기타도소매,(주)초록마을,초록마을,1058605788,1.10E+12
도소매,기타도소매,(주)카우스텝,마이팬트리24,3128702483,1.10E+12
도소매,기타도소매,(주)캠핑고래,캠핑고래,5418701379,1.31E+12
도소매,기타도소매,(주)커버박스,커버박스,5668800930,2.00E+12
도소매,기타도소매,(주)케이에이씨,소녀폰중고폰,3478100397,1.10E+12
도소매,기타도소매,(주)클라스패밀리,고기클라스,,
도소매,기타도소매,(주)키즈팩토리,말랑놀이터,8638602626,1.50E+12
도소매,기타도소매,(주)탑브릿지,캐틀하우스,4928801211,1.31E+12
도소매,기타도소매,(주)태석광학,뷰맵,8928700166,1.10E+12
도소매,기타도소매,(주)테이스티나인,테이스티나인 키친,,
도소매,기타도소매,(주)테이스티나인,Tasty9 kitchen,,
도소매,기타도소매,(주)텐바이텐,텐바이텐,2118700620,1.10E+12
도소매,기타도소매,(주)토노베이션테리마켓,테리마켓,1258549634,1.80E+12
도소매,기타도소매,(주)토노베이션테리마켓,TERYMARKET,1258549634,1.80E+12
도소매,기타도소매,(주)티노파이브,티노파이브골프,7928100296,2.85E+12
도소매,기타도소매,(주)티노파이브,TINO5 GOLF,7928100296,2.85E+12
도소매,기타도소매,(주)티피코리아,더펫,3188106980,1.60E+12
도소매,기타도소매,(주)티피코리아,The Pet,3188106980,1.60E+12
도소매,기타도소매,(주)파이브에이치,화씨이육공,4798700075,1.10E+12
도소매,기타도소매,(주)판다팜,판다팜,8688800893,1.20E+12
도소매,기타도소매,(주)퍼플독,퍼플독,2158792078,1.10E+12
도소매,기타도소매,(주)평강솔루션,설탕텔레콤,4548801693,1.80E+12
도소매,기타도소매,(주)포유키즈,토이아울렛,1198649859,1.10E+12
도소매,기타도소매,(주)푸드머스,푸드머스,1208603023,1.10E+12
도소매,기타도소매,(주)푸드머스,KIDS,1208603023,1.10E+12
도소매,기타도소매,(주)푸른아이웨어,푸른아이웨어,4168193402,2.01E+12
도소매,기타도소매,(주)프라빈,PRABEAN,2208851775,1.10E+12
도소매,기타도소매,(주)프레시밀,프레시밀,,
도소매,기타도소매,(주)피엠플레이스,앵거스박 쇠고기상점,7918801952,1.10E+12
도소매,기타도소매,(주)한국금거래소디지털에셋,골드쉘,7648101460,1.10E+12
도소매,기타도소매,(주)한국금시장그룹,아우룸주얼리,4228601687,1.10E+12
도소매,기타도소매,(주)한국토이즈,한토이,2198124721,1.10E+12
도소매,기타도소매,(주)한국표준거래소,한국표준금거래소,,
도소매,기타도소매,(주)한군컴퍼니,봉구의간식,5808600835,1.36E+12
도소매,기타도소매,(주)함끼바라멤버스점,HAMKIBARA,5028543730,2.34E+12
도소매,기타도소매,(주)함끼바라멤버스점,함끼바라,5028543730,2.34E+12
도소매,기타도소매,(주)홈스푸드,쿡마스터,2308100347,1.10E+12
도소매,기타도소매,(주)홈스푸드,cook master,2308100347,1.10E+12
도소매,기타도소매,(주)홍일,캔들나무,,
도소매,기타도소매,(주더몬스터컴퍼니,몬스타쉐프냉장고24,4278102217,1.36E+12
도소매,기타도소매,01010바퀴대차,01010바퀴대차,7322200827,
도소매,기타도소매,YD꽃자재,YD꽃자재,,
도소매,기타도소매,cj유통(전자담배갤러리안산본점),전자담배갤러리,2504300053,
도소매,기타도소매,㈜고브로,우리동네과일편의점 오롯,1058817255,1.35E+12
도소매,기타도소매,㈜바른F&C,더바른참치,7918802233,1.35E+12
도소매,기타도소매,㈜수미찬,수미찬,8168702082,2.84E+12
도소매,기타도소매,㈜썰다,썰다,6078702208,1.72E+12
도소매,기타도소매,㈜씨아이씨씨,88,5858602293,1.10E+12
도소매,기타도소매,㈜와인도깨비,와인도깨비,3978802031,1.10E+12
도소매,기타도소매,㈜우리집냉장고,우리집냉장고,,
도소매,기타도소매,㈜이노코믹스,모모케이스,7848801575,1.70E+12
도소매,기타도소매,㈜트러스트제이(TrustJ),바이가미,5658702281,1.10E+12
도소매,기타도소매,㈜트러스트제이(TrustJ),BYGAMI,5658702281,1.10E+12
도소매,기타도소매,㈜트루바이,맛트,,
도소매,기타도소매,㈜풀무원녹즙,풀무원녹즙,3018198406,1.54E+12
도소매,기타도소매,㈜프레시럭,프레시럭,2798601894,1.80E+12
도소매,기타도소매,강아지와고양이아울렛,강아지와 고양이 아울렛,2443301311,
도소매,기타도소매,게르츠코리아,매직보틀,6200182443,
도소매,기타도소매,게르츠코리아,MAGIC BOTTLE,6200182443,
도소매,기타도소매,경인홈시스템,911보일러할인마트,8320401568,
도소매,기타도소매,고창부안축산업협동조합,아이엠미트,,
도소매,기타도소매,고창부안축산업협동조합,I AM MEAT,,
도소매,기타도소매,과일오아시스,과일오아시스,3031892495,
도소매,기타도소매,과일을담다,과일을 담다,,
도소매,기타도소매,과일팜,과일팜,,
도소매,기타도소매,굿펫샵컴퍼니,퍼니문구,5081198023,
도소매,기타도소매,그램벌룬,그램벌룬,2050451984,
도소매,기타도소매,그램벌룬,gramballoon,2050451984,
도소매,기타도소매,기쁜소리컴퍼니,반지대학,1293839191,
도소매,기타도소매,꽃반지금방,꽃반지금방,6335200323,
도소매,기타도소매,날라리맘마,날라리맘마,7292500763,
도소매,기타도소매,노마진유통,노마진아이스크림할인점,7832500471,
도소매,기타도소매,녹돈영농조합법인,고기장인백정,1258154430,1.35E+12
도소매,기타도소매,농업회사법인(주)다온프레쉬,한상드림,4428601814,1.10E+12
도소매,기타도소매,농업회사법인(주)푸드스토리,육미육가 스마트정육점,1238642078,1.34E+12
도소매,기타도소매,농업회사법인㈜담따프레시,담따프레시,7958100413,1.71E+12
도소매,기타도소매,달달상자,달달상자,3151961371,
도소매,기타도소매,달콤푸릇,달콤푸릇,6599401270,
도소매,기타도소매,달콤한아재,달콤한아재,8121002011,
도소매,기타도소매,담빈,두부생활,6704600748,
도소매,기타도소매,담을원,담을원,,
도소매,기타도소매,대가,보틀리에,8932201378,
도소매,기타도소매,대원아로마,아로마갤러리,2040892258,
도소매,기타도소매,댕샵,댕샵,,
도소매,기타도소매,더리틀코너,더 리틀 코너,2840700757,
도소매,기타도소매,더블유제이커머스(주),달밤에체조,6498701580,1.34E+12
도소매,기타도소매,더캠트사업본부,플스빌,8910600709,
도소매,기타도소매,도그마캣천안불당점,도그마캣,4741201799,
도소매,기타도소매,도그마캣천안불당점,DOG MARCAT,4741201799,
도소매,기타도소매,도깨비냉장고아이스크림할인점본점,도깨비냉장고 아이스크림할인점,7544900538,
도소매,기타도소매,도원푸드樂,장맛,,
도소매,기타도소매,도현식품,푸디 찬,6742000610,
도소매,기타도소매,두가지컴퍼니,두가지떡볶이,1021992491,
도소매,기타도소매,디에이치푸드(DHfood),동애원신기한꽃게장,2970402589,
도소매,기타도소매,렌즈아이,글라스원,6012905565,
도소매,기타도소매,렛츠두잇,수랏상 21,,
도소매,기타도소매,로즈데코,로즈데코,,
도소매,기타도소매,롯데칠성음료(주),롯데칠성음료,,
도소매,기타도소매,루다와인상점,루다와인상점,6471601584,
도소매,기타도소매,리게인프로젝트,리게인프로젝트,3681301171,
도소매,기타도소매,리게인프로젝트,REGAIN PROJECT,3681301171,
도소매,기타도소매,릴레이인터내셔널(주),레드망고,1108159786,1.10E+12
도소매,기타도소매,링플레이트,링플레이트,1121675033,
도소매,기타도소매,링플레이트,Ring Plate,1121675033,
도소매,기타도소매,마이페이보릿보틀(myfavoritebottle),마이페이보릿보틀,3406300470,
도소매,기타도소매,마이페이보릿보틀(myfavoritebottle),myfavoritebottle,3406300470,
도소매,기타도소매,마켓예찬,쿡편한세상,7440901553,
도소매,기타도소매,말랑놀이터,말랑놀이터,,
도소매,기타도소매,매직솔트,매직솔트,,
도소매,기타도소매,멍멍밥상,멍멍밥상,6104700665,
도소매,기타도소매,멜라이드(mellride),멜라이드,3054016946,
도소매,기타도소매,멜라이드(mellride),mellride,3054016946,
도소매,기타도소매,멜랑주쥬얼리,멜랑주,1290909377,
도소매,기타도소매,문구방구,문구방구,4673300915,
도소매,기타도소매,문천산업,버드소리,5143662334,
도소매,기타도소매,바르다펫,바르다펫,8994000293,
도소매,기타도소매,바이셀폰,바이셀폰,8933700451,
도소매,기타도소매,반자주,반자주,5115100365,
도소매,기타도소매,뱅피크컴퍼니,vinpeak,8657300420,
도소매,기타도소매,베이프큐,베이프큐,3604300777,
도소매,기타도소매,보리네협동조합,보리네 엠플러스,6678701098,1.34E+12
도소매,기타도소매,보이스펙토리,아이스홀릭,4081895593,
도소매,기타도소매,브레인아트,브레인아트,3179038588,
도소매,기타도소매,블랙샤인명동본점,블랙샤인,7212200190,
도소매,기타도소매,블리컴퍼니,꽃블리,1743000555,
도소매,기타도소매,비 주류상회,주류상회 Be,3411001796,
도소매,기타도소매,비욘드텔레콤(주),망고케이스,1228602786,1.20E+12
도소매,기타도소매,비원컴퍼니(B1Company),3분마트,1611900665,
도소매,기타도소매,빙구문구본점,빙구문구,6383700247,
도소매,기타도소매,쁨이네,쁨이네 캠핑푸드,,
도소매,기타도소매,사랑푸드,떡사돈,,
도소매,기타도소매,샤맛고,샤맛고,2231501402,
도소매,기타도소매,설성푸드(주),설성마켓,4418700221,1.10E+12
도소매,기타도소매,소상공인산업진흥협동조합,밀모아,,
도소매,기타도소매,수니네반찬,수니네반찬,2092930102,
도소매,기타도소매,숟가락젓가락들고위드어썸,위드어썸,1160885483,
도소매,기타도소매,스윗드림,나나니스캔디,2241641097,
도소매,기타도소매,스쿨라이프,크앙,8210802056,
도소매,기타도소매,신한비즈넷,밀트리,1603600960,
도소매,기타도소매,심쿵피어싱가맹사업본부,심쿵피어싱,3833400744,
도소매,기타도소매,심플리스틱스튜디오,소문난식탁,7150200839,
도소매,기타도소매,싸다맥주창고,싸다맥주창고,,
도소매,기타도소매,아담하다,아담하다,7700101143,
도소매,기타도소매,아담하다,A:DAMHADA,7700101143,
도소매,기타도소매,아우성푸드,다담아,,
도소매,기타도소매,아이스앤스낵창고,아이스앤스낵창고,3526000472,
도소매,기타도소매,아이스크림세계과자아사삭다정점,아사삭,4560201512,
도소매,기타도소매,알지비포토스튜디오,RGB 포토스튜디오,,
도소매,기타도소매,알파주식회사,알파,1068127494,1.10E+12
도소매,기타도소매,애플몽키,애플몽키,2426400168,
도소매,기타도소매,얌얌울산장현,얌얌,,
도소매,기타도소매,언더더씨건어물,언더더씨,2022864389,
도소매,기타도소매,에그트리,에그플,4752201146,
도소매,기타도소매,에그트리,EGGPLE,4752201146,
도소매,기타도소매,에프지파아란,오렌지팟,1241157620,
도소매,기타도소매,엔진마을,엔진마을,2260107562,
도소매,기타도소매,엠피비에프앤비,꼬꾸,1811501957,
도소매,기타도소매,영농조합법인학사농장,학사농장,4098141982,2.06E+12
도소매,기타도소매,오간식,오간식 (오백이네 간식집),5484900345,
도소매,기타도소매,오렌지움(주),오렌지보틀,3528802265,1.34E+12
도소매,기타도소매,오렌지움(주),orange bottles,3528802265,1.34E+12
도소매,기타도소매,오로라월드(주),토이플러스,2158102803,1.10E+12
도소매,기타도소매,온맘터치협동조합,온맘터치 복지용구,8158801369,1.35E+12
도소매,기타도소매,와이제이f&b,반찬톡톡,8582101515,
도소매,기타도소매,와인보우 주식회사,WINEBOW,6398801203,1.10E+12
도소매,기타도소매,와인보우 주식회사,와인보우,6398801203,1.10E+12
도소매,기타도소매,와인앤샵,와인앤샵,2527600455,
도소매,기타도소매,원앤유컴퍼니(주),롤로토바코샵,8708101479,1.80E+12
도소매,기타도소매,원컴퍼니,썬데이마켙,4391701582,
도소매,기타도소매,위니비니코리아(주),위니비니,2208880057,1.10E+12
도소매,기타도소매,유광상회(주),이유있는술집,4558701535,1.80E+12
도소매,기타도소매,유니트렌드,마이키친,5873601091,
도소매,기타도소매,유한회사코스모스비젼케어,코스모스안경,2858102549,2.80E+12
도소매,기타도소매,이츠펫본점,이츠펫,3011792487,
도소매,기타도소매,장독대(주),장독대,8108101856,1.34E+12
도소매,기타도소매,전국안경사협동조합,이미지,3248600822,1.10E+12
도소매,기타도소매,전국안경사협동조합,IMIZI)안경,3248600822,1.10E+12
도소매,기타도소매,전무유통누구나쉐프연근팩토리,누구나 쉐프,,
도소매,기타도소매,정갈한찬,정갈한찬,1424800228,
도소매,기타도소매,정진에프엔비(F&B),부뚜막애순두부,4361200731,
도소매,기타도소매,제이디아이엔씨(주),딩동,7398600908,1.96E+12
도소매,기타도소매,제주점빵,제주점빵,8705700780,
도소매,기타도소매,젠-핏,젠-핏,7380601668,0
도소매,기타도소매,젠-핏,GEN-FIT,7380601668,0
도소매,기타도소매,족보잇는국밥,어반더프릿지,4590901257,
도소매,기타도소매,좋은세상협동조합,생활애,4618192591,2.05E+12
도소매,기타도소매,지엠큐(주),옆커폰,4058801347,1.75E+12
도소매,기타도소매,청농팜(주),이끌림,,
도소매,기타도소매,청정식품농업회사법인(주),우와돈 fresh 24,6528601522,1.61E+12
도소매,기타도소매,코코래빗,코코래빗,4721400497,
도소매,기타도소매,타이거글로벌(주),어남선생,8508102149,1.10E+12
도소매,기타도소매,펫그램,펫그램,6660900405,
도소매,기타도소매,편백촌,편백촌,4154400069,
도소매,기타도소매,푸드올(주),푸드올,3158802311,1.61E+12
도소매,기타도소매,풀무원건강생활(주),풀무원로하스,1188801235,1.54E+12
도소매,기타도소매,풀무원샘물(주),풀무원샘물,3018171746,1.54E+12
도소매,기타도소매,풀무원식품(주),풀무원(냉장),3038151649,1.55E+12
도소매,기타도소매,픽미픽미아이스,픽미픽미아이스크림할인점,3756600273,
도소매,기타도소매,한국금은거래소,한국금은거래소,1381567052,
도소매,기타도소매,한국벤자민무어페인트(주),벤자민무어페인트,2148706282,1.10E+12
도소매,기타도소매,한국벤자민무어페인트(주),Benjamin Moore Paints,2148706282,1.10E+12
도소매,기타도소매,한국생활용품협동조합,알파오메가,7188700932,2.84E+12
도소매,기타도소매,한샘스타즈(주),렌즈페이스,7068601611,1.35E+12
도소매,기타도소매,한샘스타즈(주),LENSFACE,7068601611,1.35E+12
도소매,기타도소매,해태특약점(까까창고본점),까까창고,2561801102,
도소매,기타도소매,해피보틀(Happybottle),해피보틀,8423501098,
도소매,기타도소매,해피보틀(Happybottle),Happybottle,8423501098,
도소매,기타도소매,현대TTS,현대TTS,1250596853,
도소매,농수산물,(주)더맛나,더맛나,2888802154,1.36E+12
도소매,농수산물,(주)더함에프앤비,"짭쪼롬한, 오후",4048802265,2.10E+12
도소매,농수산물,(주)로즈애플,로즈애플,1688801749,1.70E+12
도소매,농수산물,(주)로즈애플,ROSE APPLE,1688801749,1.70E+12
도소매,농수산물,(주)루비스코,RUBISCO STRAWBERRY,2798601797,2.85E+12
도소매,농수산물,(주)루비스코,루비스코딸기,2798601797,2.85E+12
도소매,농수산물,(주)브이로드,시장청년,4968702267,1.10E+12
도소매,농수산물,(주)삼다,맛있는제주,6168129591,2.20E+12
도소매,농수산물,(주)아지야,아지야과일가게,5048172136,1.71E+12
도소매,농수산물,(주)이로움,바닷물만난콩이:두부야,5148194928,1.70E+12
도소매,농수산물,(주)자연의모든것,총각네야채가게,2158704574,1.10E+12
도소매,농수산물,(주)청과원,청과원,1428185127,1.10E+12
도소매,농수산물,㈜광이네,광이네과일가게,2288801833,2.84E+12
도소매,농수산물,껀방푸드,껀어네방앗간,2191601472,
